node_id,vi_do,kinh_do,so_nhanh,loai_giao_lo,kieu_giao_lo
2091954818,10.8205927,106.6308154,2,Duong lon,Duong thang
2091954823,10.8231057,106.6296937,3,Duong lon,Nga ba
2091954872,10.8140372,106.6327928,4,Duong lon,Nga tu
2091954882,10.8137018,106.6327923,4,Duong lon,Nga tu
2091954888,10.8234859,106.6297652,5,Duong nho,Nga 5
2091954911,10.82347,106.629476,4,Duong lon,Nga tu
2091954930,10.8241397,106.6287604,3,Duong nho,Nga ba
2091954937,10.8240563,106.6286802,3,Duong nho,Nga ba
2115199004,10.7944966,106.6680258,4,Hem/Ngo,Nga tu
2146838335,10.7941434,106.6677537,6,Hem/Ngo,Nga 6
2146838339,10.8019803,106.6474861,6,Duong lon,Nga 6
2214339206,10.8057317,106.6667407,6,Duong lon,Nga 6
2214355194,10.807788,106.6685336,4,Duong lon,Nga tu
2214355200,10.8096386,106.6681746,2,Duong nho,Duong thang
2233725522,10.7843206,106.6541855,6,Duong nho,Nga 6
2233730987,10.785619,106.6538148,6,Duong nho,Nga 6
2233730990,10.7858061,106.6544823,8,Duong nho,Nga 8
2233731931,10.7873303,106.6533221,4,Duong lon,Nga tu
2233747323,10.7924023,106.6530406,3,Duong lon,Nga ba
2233747331,10.7925598,106.6531271,2,Duong lon,Duong thang
2233747342,10.7930924,106.6529851,2,Duong lon,Duong thang
2233748938,10.7933267,106.6536371,2,Duong lon,Duong thang
2233756575,10.7940428,106.6543956,3,Duong lon,Nga ba
2233772196,10.7931829,106.6536971,2,Duong lon,Duong thang
2233791271,10.7915915,106.6526603,4,Duong lon,Nga tu
2233808761,10.7784392,106.6558538,3,Duong lon,Nga ba
2247569946,10.8235301,106.6292522,3,Duong lon,Nga ba
2247569948,10.8198821,106.6310435,4,Duong lon,Nga tu
2251563381,10.8212007,106.6379947,2,Duong nho,Duong thang
2251580179,10.8205646,106.6307318,2,Duong lon,Duong thang
2251580188,10.823594,106.6382367,2,Hem/Ngo,Duong thang
2276520093,10.8035279,106.6389011,2,Hem/Ngo,Duong thang
2288699449,10.795938,106.656421,6,Duong nho,Nga 6
2288699452,10.7977866,106.6582552,4,Hem/Ngo,Nga tu
2288699454,10.7959869,106.6563743,4,Duong lon,Nga tu
2288699455,10.7993894,106.6599018,4,Hem/Ngo,Nga tu
2288699458,10.797832,106.6569141,2,Hem/Ngo,Duong thang
2288699459,10.7989932,106.6594778,4,Hem/Ngo,Nga tu
2288699460,10.7961093,106.6565026,2,Duong lon,Duong thang
2288699462,10.7971482,106.6575911,4,Hem/Ngo,Nga tu
2289930265,10.7844617,106.6541438,4,Duong lon,Nga tu
2289930268,10.7854605,106.653249,6,Duong nho,Nga 6
2289930269,10.7849065,106.6534241,8,Duong nho,Nga 8
2289930271,10.7841505,106.6536317,8,Duong nho,Nga 8
2289930569,10.78819,106.6525073,8,Duong nho,Nga 8
2289952382,10.7983233,106.6674675,6,Duong lon,Nga 6
2299409156,10.7836615,106.6544537,4,Duong lon,Nga tu
2299409157,10.7893421,106.6528315,4,Hem/Ngo,Nga tu
2299409160,10.7856393,106.6538871,6,Duong nho,Nga 6
2299409166,10.7883308,106.6530359,6,Duong nho,Nga 6
2299409167,10.7813144,106.6551248,4,Duong lon,Nga tu
2299409179,10.7781816,106.6560266,2,Duong lon,Duong thang
2299416635,10.784746,106.6528203,8,Duong nho,Nga 8
2299416638,10.7862141,106.6516168,6,Duong lon,Nga 6
2299419525,10.7843402,106.6542555,4,Duong lon,Nga tu
2299421650,10.7863952,106.6543124,6,Duong nho,Nga 6
2325185441,10.7835405,106.6486996,6,Duong lon,Nga 6
2325185442,10.7826703,106.6462883,2,Hem/Ngo,Duong thang
2325185443,10.7830039,106.6461581,6,Hem/Ngo,Nga 6
2325185446,10.783583,106.6475376,8,Hem/Ngo,Nga 8
2325185448,10.7827796,106.6447413,6,Hem/Ngo,Nga 6
2325185451,10.7820427,106.6462867,2,Hem/Ngo,Duong thang
2325187743,10.7841236,106.6423112,6,Duong lon,Nga 6
2325187751,10.7847781,106.6446244,8,Duong nho,Nga 8
2325187771,10.7844664,106.6445458,6,Hem/Ngo,Nga 6
2325193856,10.7840996,106.6453697,6,Hem/Ngo,Nga 6
2325193860,10.7840194,106.6448917,2,Hem/Ngo,Duong thang
2325193866,10.7844795,106.6458633,6,Duong lon,Nga 6
2332690796,10.7909411,106.6627844,6,Duong nho,Nga 6
2332690800,10.7899992,106.6631357,6,Hem/Ngo,Nga 6
2332690802,10.7912703,106.6618919,6,Duong lon,Nga 6
2332690810,10.7910734,106.6643242,4,Hem/Ngo,Nga tu
2332690812,10.790614,106.6634121,6,Duong nho,Nga 6
2332690818,10.7902469,106.6625287,6,Hem/Ngo,Nga 6
2332690822,10.7900078,106.6637949,6,Hem/Ngo,Nga 6
2332690830,10.7895956,106.6635886,2,Hem/Ngo,Duong thang
2332690842,10.7905235,106.6626585,6,Hem/Ngo,Nga 6
2332690848,10.7913725,106.6619325,6,Duong lon,Nga 6
2332691241,10.7924606,106.6664644,6,Hem/Ngo,Nga 6
2332691242,10.791951,106.6660646,4,Hem/Ngo,Nga tu
2332691244,10.7922221,106.6662734,6,Hem/Ngo,Nga 6
2332691249,10.7924755,106.6659469,2,Hem/Ngo,Duong thang
2366618902,10.8164563,106.6725617,2,Hem/Ngo,Duong thang
2366620893,10.8155836,106.6713822,6,Hem/Ngo,Nga 6
2366620895,10.8159644,106.6712225,4,Duong nho,Nga tu
2366620900,10.8163395,106.6710847,4,Duong nho,Nga tu
2366620902,10.816696,106.670923,6,Duong lon,Nga 6
2366630520,10.8155071,106.6747741,4,Hem/Ngo,Nga tu
2366630957,10.8150918,106.6717634,6,Duong lon,Nga 6
2366630958,10.8154748,106.672614,2,Hem/Ngo,Duong thang
2366637697,10.8047943,106.6654821,4,Duong nho,Nga tu
2366641596,10.8150327,106.6695447,2,Duong nho,Duong thang
2366641599,10.8118854,106.6683465,6,Duong nho,Nga 6
2368169760,10.813724,106.671935,6,Hem/Ngo,Nga 6
2407526807,10.8016409,106.6499358,3,Duong lon,Nga ba
2409408729,10.7999467,106.6402676,5,Duong lon,Nga 5
2409408730,10.8013388,106.6376786,6,Hem/Ngo,Nga 6
2409408733,10.8008006,106.6386612,2,Duong lon,Duong thang
2409408734,10.7994591,106.6411762,6,Duong nho,Nga 6
2409408737,10.7946429,106.6501581,6,Duong lon,Nga 6
2409408742,10.7963674,106.6469636,6,Duong lon,Nga 6
2409408743,10.7979328,106.6440489,6,Duong nho,Nga 6
2433201339,10.8019459,106.6479093,2,Duong lon,Duong thang
2433201343,10.8017868,106.6478969,2,Duong lon,Duong thang
2453734022,10.8007281,106.662283,2,Duong lon,Duong thang
2491887081,10.8017911,106.6433857,6,Duong nho,Nga 6
2495737096,10.7831251,106.6496231,2,Hem/Ngo,Duong thang
2495738891,10.779603,106.6486116,6,Duong nho,Nga 6
2495738895,10.7840122,106.6530209,6,Duong nho,Nga 6
2495738897,10.7842202,106.6461568,6,Duong lon,Nga 6
2495741647,10.7866792,106.6469055,6,Duong nho,Nga 6
2495741648,10.7865999,106.6461776,2,Duong nho,Duong thang
2495741650,10.7867284,106.6452736,6,Duong lon,Nga 6
2495741653,10.785415,106.6466189,6,Hem/Ngo,Nga 6
2495741654,10.787005,106.6462787,6,Duong nho,Nga 6
2495741655,10.7863362,106.6464719,6,Duong nho,Nga 6
2495741660,10.7863764,106.6453607,6,Duong lon,Nga 6
2495741661,10.7848092,106.6447587,6,Duong nho,Nga 6
2495741664,10.7869839,106.6463189,6,Duong nho,Nga 6
2495741665,10.7870586,106.6451919,6,Duong lon,Nga 6
2495741667,10.7861124,106.6465247,2,Duong nho,Duong thang
2495741671,10.7859326,106.6464102,2,Hem/Ngo,Duong thang
2495741672,10.7857307,106.6464864,6,Hem/Ngo,Nga 6
2495745488,10.7936459,106.6501122,6,Duong nho,Nga 6
2495745490,10.7943249,106.6485892,2,Duong nho,Duong thang
2495745492,10.7915273,106.6497973,6,Duong nho,Nga 6
2495745494,10.7944886,106.6503202,4,Duong lon,Nga tu
2495745500,10.7937367,106.6499249,6,Duong nho,Nga 6
2495745502,10.7921267,106.6496964,6,Duong nho,Nga 6
2495745506,10.7934987,106.6504157,2,Duong nho,Duong thang
2495745974,10.7930536,106.6410822,2,Duong lon,Duong thang
2495745975,10.7926159,106.6419041,6,Duong lon,Nga 6
2495745976,10.7929693,106.6410465,2,Duong lon,Duong thang
2495745977,10.7922707,106.6429793,2,Duong lon,Duong thang
2495745978,10.7905595,106.6463927,6,Duong lon,Nga 6
2495745981,10.7921876,106.6429436,2,Duong lon,Duong thang
2495747992,10.7920267,106.6416691,6,Duong lon,Nga 6
2495802595,10.7751005,106.6481991,2,Duong lon,Duong thang
2495802597,10.7747842,106.6480738,3,Duong lon,Nga ba
2513642423,10.8010827,106.6564177,4,Hem/Ngo,Nga tu
2513642425,10.8006947,106.655991,2,Hem/Ngo,Duong thang
2513642427,10.8008501,106.6575658,4,Duong lon,Nga tu
2513642431,10.8003546,106.6563487,8,Hem/Ngo,Nga 8
2513642434,10.799683,106.655901,6,Hem/Ngo,Nga 6
2513642435,10.8003863,106.6559676,6,Hem/Ngo,Nga 6
2513642438,10.7997093,106.6562999,6,Hem/Ngo,Nga 6
2524664180,10.7938239,106.6675075,4,Hem/Ngo,Nga tu
2533900283,10.804173,106.6376745,6,Duong lon,Nga 6
2592269705,10.8071419,106.6350298,2,Duong lon,Duong thang
2665982246,10.7748585,106.6480174,3,Duong lon,Nga ba
2665982249,10.8025094,106.6451056,6,Hem/Ngo,Nga 6
2665982250,10.8028918,106.6451426,8,Hem/Ngo,Nga 8
2683778132,10.8161478,106.6653187,2,Duong lon,Duong thang
2683778150,10.815083,106.6630647,4,Duong lon,Nga tu
2686025237,10.8129546,106.6718574,3,Hem/Ngo,Nga ba
2686025238,10.8134106,106.6719016,6,Hem/Ngo,Nga 6
2686025239,10.8134898,106.6710509,2,Hem/Ngo,Duong thang
2686025241,10.8137952,106.6710824,2,Hem/Ngo,Duong thang
2712170813,10.8172624,106.6374748,6,Duong lon,Nga 6
2712170814,10.8172396,106.6373555,4,Duong lon,Nga tu
2822144429,10.7930048,106.6668765,6,Hem/Ngo,Nga 6
2822144430,10.7927497,106.6666799,6,Hem/Ngo,Nga 6
2822151658,10.79058,106.6566497,4,Hem/Ngo,Nga tu
2822151677,10.7907209,106.6555939,4,Hem/Ngo,Nga tu
2822156620,10.795604,106.6664866,6,Duong lon,Nga 6
2822161252,10.7951925,106.6663183,8,Hem/Ngo,Nga 8
2822161253,10.7950502,106.6666131,2,Hem/Ngo,Duong thang
2822161255,10.7957408,106.665298,6,Hem/Ngo,Nga 6
2822161256,10.7953925,106.6650353,6,Hem/Ngo,Nga 6
2822162857,10.7923372,106.6575753,6,Duong nho,Nga 6
2822162862,10.7913335,106.6571349,6,Duong nho,Nga 6
2822167932,10.7919021,106.6562905,6,Duong nho,Nga 6
2822167933,10.7914626,106.6560481,6,Duong lon,Nga 6
2822168136,10.7930234,106.6560329,6,Duong nho,Nga 6
2822168155,10.7932022,106.655643,6,Duong nho,Nga 6
2822168156,10.7936082,106.6557858,6,Duong nho,Nga 6
2822168946,10.7910972,106.6575957,2,Duong nho,Duong thang
2822178462,10.7904339,106.6554887,6,Hem/Ngo,Nga 6
2822178463,10.7900978,106.6564236,6,Hem/Ngo,Nga 6
2822187283,10.7880672,106.6538369,2,Duong nho,Duong thang
2871643855,10.8275872,106.6409981,6,Duong lon,Nga 6
2930530335,10.7842694,106.6615262,6,Duong nho,Nga 6
2930594545,10.7835416,106.6563968,2,Hem/Ngo,Duong thang
2930599201,10.7916018,106.645789,2,Duong nho,Duong thang
2930599202,10.7937912,106.6403152,6,Duong lon,Nga 6
2930599203,10.7922521,106.6441513,8,Duong lon,Nga 8
2930599204,10.7930916,106.6421112,8,Duong lon,Nga 8
2934668189,10.7982703,106.6680053,4,Hem/Ngo,Nga tu
2940062129,10.7854486,106.6571203,2,Duong nho,Duong thang
2942886438,10.8251042,106.6305827,6,Duong lon,Nga 6
3011828034,10.7867657,106.653566,6,Duong lon,Nga 6
3011828036,10.7867416,106.6534901,6,Duong lon,Nga 6
3011829412,10.7954913,106.6568328,6,Duong nho,Nga 6
3088859055,10.7690895,106.652204,2,Duong lon,Duong thang
3633843517,10.7960897,106.667791,2,Hem/Ngo,Duong thang
3633843518,10.7970729,106.6678953,6,Hem/Ngo,Nga 6
3633843519,10.7971278,106.6674729,6,Duong nho,Nga 6
3638313072,10.8283994,106.6413093,6,Duong lon,Nga 6
3638313074,10.8279103,106.6411236,6,Duong lon,Nga 6
3638313076,10.8279593,106.6423846,4,Hem/Ngo,Nga tu
3638313078,10.8277268,106.6422829,4,Hem/Ngo,Nga tu
3638313088,10.8274917,106.6421863,4,Hem/Ngo,Nga tu
3640162516,10.8194239,106.638457,2,Hem/Ngo,Duong thang
3640176497,10.8249412,106.6413187,2,Duong lon,Duong thang
3655114322,10.8204753,106.6308505,2,Duong lon,Duong thang
3655114415,10.8205718,106.6313573,4,Duong nho,Nga tu
3655114420,10.8203702,106.630883,4,Duong lon,Nga tu
3655114526,10.8204466,106.6307719,2,Duong lon,Duong thang
3671431434,10.7900993,106.6621938,2,Hem/Ngo,Duong thang
3671440860,10.7889411,106.6645783,6,Hem/Ngo,Nga 6
3671440864,10.7884399,106.6649418,6,Hem/Ngo,Nga 6
3674448723,10.8314643,106.644065,2,Duong lon,Duong thang
3727813436,10.7835608,106.6537829,6,Duong nho,Nga 6
3735815065,10.7785531,106.6511109,6,Hem/Ngo,Nga 6
3735830662,10.7803976,106.6548078,6,Hem/Ngo,Nga 6
3771398753,10.7971566,106.6577,4,Hem/Ngo,Nga tu
3771398766,10.7940809,106.6591001,4,Duong lon,Nga tu
3771398776,10.7951025,106.6564426,6,Hem/Ngo,Nga 6
3771398777,10.7944234,106.6571598,6,Hem/Ngo,Nga 6
3771416308,10.7938731,106.6559211,8,Duong lon,Nga 8
3771416315,10.7927188,106.6553881,6,Hem/Ngo,Nga 6
3771416340,10.7924078,106.6524494,4,Duong nho,Nga tu
3771416343,10.7927927,106.6523748,6,Duong nho,Nga 6
3771416350,10.792352,106.6506791,2,Duong nho,Duong thang
3771416354,10.7918855,106.6477789,2,Duong nho,Duong thang
3771420266,10.792354,106.648476,2,Duong nho,Duong thang
3771420267,10.7936716,106.6486738,6,Duong nho,Nga 6
3771420268,10.7921749,106.648138,2,Duong nho,Duong thang
3771420269,10.7940806,106.649153,6,Duong nho,Nga 6
3771420271,10.7938887,106.6495883,6,Duong nho,Nga 6
3771420272,10.7924977,106.6489093,2,Duong nho,Duong thang
3771420275,10.7905807,106.6473227,2,Duong nho,Duong thang
3771420284,10.7900507,106.6461363,8,Duong lon,Nga 8
3771420294,10.7875572,106.6451635,5,Duong lon,Nga 5
3771420314,10.7860589,106.6443035,6,Duong nho,Nga 6
3771420319,10.7827395,106.6453968,6,Hem/Ngo,Nga 6
3771420320,10.7826296,106.645375,2,Hem/Ngo,Duong thang
3771420321,10.7836394,106.6424688,6,Duong lon,Nga 6
3771420325,10.7839305,106.6439002,8,Hem/Ngo,Nga 8
3771420326,10.7837157,106.6446103,2,Hem/Ngo,Duong thang
3771420327,10.7831155,106.6441534,6,Hem/Ngo,Nga 6
3771420329,10.7846414,106.644141,6,Duong nho,Nga 6
3771420332,10.7829925,106.6433852,2,Hem/Ngo,Duong thang
3771420334,10.7828935,106.6441213,2,Hem/Ngo,Duong thang
3771420338,10.7812135,106.6456857,2,Hem/Ngo,Duong thang
3771420354,10.7820545,106.6442328,6,Hem/Ngo,Nga 6
3771420357,10.7821768,106.6450771,2,Hem/Ngo,Duong thang
3771444887,10.7905352,106.6434293,6,Duong lon,Nga 6
3771485032,10.7939848,106.6448391,6,Duong lon,Nga 6
3771486663,10.7938306,106.6452348,6,Duong nho,Nga 6
3771486666,10.7950087,106.6456687,2,Duong nho,Duong thang
3771486673,10.7943008,106.6480477,6,Duong nho,Nga 6
3771486712,10.7932179,106.6481741,2,Duong nho,Duong thang
3771486717,10.7977081,106.6517525,2,Duong nho,Duong thang
3771486738,10.7975747,106.643591,6,Duong lon,Nga 6
3771486739,10.7973562,106.6441106,2,Hem/Ngo,Duong thang
3771486756,10.7953674,106.6414007,4,Duong nho,Nga tu
3789055814,10.7792945,106.6542754,6,Hem/Ngo,Nga 6
3789057868,10.7788276,106.6546913,6,Duong nho,Nga 6
3789093321,10.7805444,106.6553429,4,Hem/Ngo,Nga tu
3806430028,10.8203354,106.639279,4,Duong lon,Nga tu
3806810185,10.7849544,106.6453858,6,Duong nho,Nga 6
3806810224,10.7856134,106.645223,4,Duong nho,Nga tu
3806810229,10.7856971,106.6455289,4,Duong lon,Nga tu
3806810437,10.7926478,106.6537628,2,Duong lon,Duong thang
3806810443,10.7928358,106.6534173,2,Duong lon,Duong thang
3806810588,10.7957762,106.6553726,4,Hem/Ngo,Nga tu
4001737133,10.8141294,106.6685491,5,Duong nho,Nga 5
4008844510,10.8139425,106.6656992,3,Duong lon,Nga ba
4019454176,10.7853399,106.6582711,6,Duong nho,Nga 6
4023206285,10.7869972,106.6440684,8,Duong lon,Nga 8
4025475943,10.8285301,106.6389677,6,Duong nho,Nga 6
4102230933,10.8018555,106.6367636,4,Duong lon,Nga tu
4102230938,10.7850953,106.6419799,6,Duong lon,Nga 6
4109599342,10.7935794,106.6489343,6,Duong nho,Nga 6
4109605262,10.7813908,106.6433395,4,Duong lon,Nga tu
4191373364,10.7870134,106.6634596,6,Hem/Ngo,Nga 6
4191373365,10.7873596,106.6628105,6,Hem/Ngo,Nga 6
4191373366,10.7876927,106.6621842,6,Hem/Ngo,Nga 6
4191373367,10.7877696,106.6630309,6,Duong lon,Nga 6
4213562818,10.7881127,106.643067,6,Duong lon,Nga 6
4213562848,10.7900701,106.6411556,6,Duong nho,Nga 6
4440166372,10.814738,106.6721382,6,Duong lon,Nga 6
4440166374,10.8151302,106.6730856,4,Hem/Ngo,Nga tu
4440166376,10.8147991,106.6732285,6,Hem/Ngo,Nga 6
4440166377,10.8144454,106.6724482,4,Hem/Ngo,Nga tu
4461998123,10.7883473,106.6531147,4,Duong lon,Nga tu
4541470630,10.8021441,106.665778,4,Duong lon,Nga tu
4548017758,10.7744652,106.6523944,6,Duong nho,Nga 6
4576427867,10.807828,106.6637988,6,Duong lon,Nga 6
4608562277,10.7826545,106.6589049,6,Duong nho,Nga 6
4617816421,10.8178387,106.6742478,4,Hem/Ngo,Nga tu
4617816425,10.7871348,106.6641927,3,Duong nho,Nga ba
4618443190,10.787592,106.6595833,6,Duong nho,Nga 6
4618443198,10.7833332,106.661329,4,Duong lon,Nga tu
4618443234,10.793626,106.6520024,2,Duong lon,Duong thang
4618479910,10.7918115,106.6439671,8,Duong lon,Nga 8
4619358327,10.8043942,106.6663763,4,Duong lon,Nga tu
4619358328,10.8038232,106.6662245,4,Duong lon,Nga tu
4619358329,10.8036425,106.6661764,6,Duong lon,Nga 6
4628048107,10.7785228,106.6553746,6,Hem/Ngo,Nga 6
4636764460,10.7897761,106.6526136,2,Duong lon,Duong thang
4638968134,10.7868523,106.6515723,6,Duong nho,Nga 6
4639027499,10.7862517,106.6516988,6,Duong lon,Nga 6
4639027501,10.7864186,106.6523096,6,Duong lon,Nga 6
4639080773,10.7863222,106.6565328,6,Duong nho,Nga 6
4639080775,10.7883347,106.657746,6,Duong lon,Nga 6
4671886032,10.8122531,106.665065,3,Duong lon,Nga ba
4706741309,10.7909992,106.6658989,3,Duong lon,Nga ba
4851135895,10.8164563,106.6703495,8,Duong lon,Nga 8
4851135896,10.8155559,106.6712971,8,Hem/Ngo,Nga 8
4865956085,10.7877463,106.6641314,6,Hem/Ngo,Nga 6
4865956086,10.7875591,106.6643548,6,Hem/Ngo,Nga 6
4865956087,10.7874993,106.6643068,2,Hem/Ngo,Duong thang
4869593092,10.7875334,106.6644785,2,Hem/Ngo,Duong thang
4869706929,10.7878956,106.6643112,6,Hem/Ngo,Nga 6
4869706931,10.787691,106.6645134,2,Hem/Ngo,Duong thang
4869706933,10.7891204,106.664027,6,Hem/Ngo,Nga 6
4875814758,10.7890404,106.6606356,6,Duong lon,Nga 6
4875814765,10.7926036,106.6539089,4,Duong lon,Nga tu
4875814769,10.7867774,106.6639022,6,Duong nho,Nga 6
4877908028,10.7902543,106.6632342,8,Hem/Ngo,Nga 8
4877968913,10.7896893,106.6643969,6,Hem/Ngo,Nga 6
4877968918,10.7904263,106.6648835,2,Hem/Ngo,Duong thang
4879876928,10.7886176,106.6647982,4,Hem/Ngo,Nga tu
4882810028,10.790706,106.6643186,2,Hem/Ngo,Duong thang
4882810029,10.7908008,106.6641842,6,Hem/Ngo,Nga 6
4883457769,10.7884656,106.6644294,6,Hem/Ngo,Nga 6
4883457772,10.7881179,106.6648551,2,Hem/Ngo,Duong thang
4883457773,10.7882398,106.6647175,8,Hem/Ngo,Nga 8
4883457776,10.790599,106.6656752,4,Hem/Ngo,Nga tu
4883457778,10.7903849,106.6658857,2,Hem/Ngo,Duong thang
4889569757,10.7915497,106.6617057,3,Duong lon,Nga ba
4889622981,10.7884844,106.6630146,8,Hem/Ngo,Nga 8
4889622982,10.7879441,106.662713,6,Duong lon,Nga 6
4891670592,10.7892931,106.6645106,6,Hem/Ngo,Nga 6
4896345047,10.8158072,106.6757463,2,Hem/Ngo,Duong thang
4896345052,10.8166625,106.6746775,4,Hem/Ngo,Nga tu
4896345056,10.8154808,106.6751167,2,Duong lon,Duong thang
4896345057,10.8174989,106.6742919,4,Hem/Ngo,Nga tu
4896345058,10.8172604,106.6743308,6,Hem/Ngo,Nga 6
4896345061,10.817084,106.6738976,2,Hem/Ngo,Duong thang
4896345063,10.816589,106.6746841,4,Hem/Ngo,Nga tu
4896345065,10.8160923,106.6747573,4,Hem/Ngo,Nga tu
4897166437,10.7878474,106.6638606,6,Hem/Ngo,Nga 6
4897166440,10.7880457,106.6644935,6,Hem/Ngo,Nga 6
4897166441,10.7878755,106.664649,2,Hem/Ngo,Duong thang
4898834796,10.7888358,106.6610116,6,Duong lon,Nga 6
4898834797,10.7890156,106.6611316,2,Hem/Ngo,Duong thang
4898834813,10.7897449,106.6642866,6,Hem/Ngo,Nga 6
4903262964,10.7880548,106.6637885,6,Hem/Ngo,Nga 6
4903302055,10.7887372,106.6651845,2,Hem/Ngo,Duong thang
4903632188,10.789725,106.6639673,2,Hem/Ngo,Duong thang
4903632191,10.7896704,106.6633836,2,Hem/Ngo,Duong thang
4903632198,10.7893267,106.6628529,6,Hem/Ngo,Nga 6
4903632199,10.7892069,106.6631825,4,Hem/Ngo,Nga tu
4903632200,10.7900506,106.6622952,6,Hem/Ngo,Nga 6
4903632203,10.789567,106.6622252,2,Hem/Ngo,Duong thang
4903632204,10.7900155,106.6623682,6,Hem/Ngo,Nga 6
4903632208,10.7887079,106.6612607,6,Duong lon,Nga 6
4903632212,10.7895912,106.6615291,6,Hem/Ngo,Nga 6
4903632217,10.7885705,106.6615303,6,Duong lon,Nga 6
4903632218,10.7889643,106.6617616,6,Hem/Ngo,Nga 6
4903632321,10.7891345,106.6617424,6,Hem/Ngo,Nga 6
4903632322,10.7893525,106.6618941,2,Hem/Ngo,Duong thang
4903664468,10.7907117,106.6627526,6,Hem/Ngo,Nga 6
4903664469,10.7904592,106.6633189,6,Hem/Ngo,Nga 6
4903664476,10.7897714,106.6626018,2,Hem/Ngo,Duong thang
4903664478,10.7896484,106.6629942,6,Hem/Ngo,Nga 6
4903697612,10.7832858,106.6602052,2,Hem/Ngo,Duong thang
4903697615,10.7828728,106.6608999,4,Duong lon,Nga tu
4903697844,10.7849384,106.662123,6,Duong nho,Nga 6
4916485984,10.7881562,106.6635973,6,Hem/Ngo,Nga 6
4916485985,10.7883052,106.6633335,6,Hem/Ngo,Nga 6
4918074717,10.788882,106.6619253,2,Hem/Ngo,Duong thang
4928385258,10.7907007,106.658442,6,Hem/Ngo,Nga 6
4928385261,10.7913304,106.6587505,8,Hem/Ngo,Nga 8
4928385265,10.790453,106.6589195,6,Hem/Ngo,Nga 6
4928385268,10.7909168,106.6587317,2,Hem/Ngo,Duong thang
4928385277,10.7911592,106.6595954,6,Hem/Ngo,Nga 6
4928385279,10.7917941,106.6592896,6,Hem/Ngo,Nga 6
4928394474,10.7918985,106.6584084,2,Hem/Ngo,Duong thang
4928394475,10.7895614,106.6596506,6,Duong lon,Nga 6
4928394476,10.7902594,106.659987,6,Hem/Ngo,Nga 6
4928394477,10.7902857,106.659936,6,Hem/Ngo,Nga 6
4928394481,10.7909813,106.660156,6,Hem/Ngo,Nga 6
4928394484,10.7915044,106.6590043,6,Hem/Ngo,Nga 6
4928394485,10.7914511,106.6591037,6,Hem/Ngo,Nga 6
4928394488,10.79004,106.6605833,6,Hem/Ngo,Nga 6
4928394489,10.7892589,106.6602247,6,Duong lon,Nga 6
4932465928,10.829498,106.6432053,2,Duong lon,Duong thang
4932465929,10.8297138,106.6432951,2,Duong lon,Duong thang
4932465934,10.8233234,106.6406596,2,Duong lon,Duong thang
4932465938,10.8234155,106.6404637,2,Duong lon,Duong thang
4932465939,10.8231949,106.6403839,2,Duong lon,Duong thang
4932465943,10.8231255,106.6405766,2,Duong lon,Duong thang
4932465981,10.8315731,106.6441041,2,Duong lon,Duong thang
4932465986,10.8311326,106.6439103,2,Duong lon,Duong thang
4936385088,10.8139592,106.6658474,4,Duong lon,Nga tu
4948841957,10.8128552,106.6649822,3,Duong lon,Nga ba
4957752154,10.8251104,106.6413888,2,Duong lon,Duong thang
4957752158,10.8252033,106.6412146,2,Duong lon,Duong thang
4957752159,10.8248655,106.6410741,2,Duong lon,Duong thang
4957752163,10.8248067,106.6412646,2,Duong lon,Duong thang
4957752164,10.8264885,106.6419463,2,Duong lon,Duong thang
4957752168,10.8265959,106.6418063,2,Duong lon,Duong thang
4957752169,10.8268228,106.6419081,2,Duong lon,Duong thang
4957752172,10.8267434,106.642055,2,Duong lon,Duong thang
4957752173,10.8278018,106.6425038,2,Duong lon,Duong thang
4957752176,10.8278615,106.6423464,2,Duong lon,Duong thang
4957752177,10.8280815,106.6424364,2,Duong lon,Duong thang
4957752180,10.8280171,106.6425929,2,Duong lon,Duong thang
4961428518,10.7918549,106.6620969,4,Duong lon,Nga tu
5088986618,10.817868,106.6316732,4,Duong lon,Nga tu
5092125016,10.7770768,106.6485925,6,Duong nho,Nga 6
5092125018,10.777305,106.6478625,6,Hem/Ngo,Nga 6
5092125025,10.7756955,106.6502153,2,Hem/Ngo,Duong thang
5092125031,10.7778925,106.6506091,4,Hem/Ngo,Nga tu
5092125032,10.7782307,106.6506161,4,Hem/Ngo,Nga tu
5092125033,10.7785535,106.6506251,4,Hem/Ngo,Nga tu
5092125036,10.7784087,106.6526816,6,Hem/Ngo,Nga 6
5092125050,10.7777091,106.6536795,2,Duong nho,Duong thang
5092125129,10.7852951,106.6526591,6,Duong nho,Nga 6
5092125166,10.7843656,106.6594125,2,Duong nho,Duong thang
5092125167,10.7877149,106.6597478,6,Duong nho,Nga 6
5092125175,10.7852598,106.6600226,6,Hem/Ngo,Nga 6
5092219861,10.7852026,106.6467293,6,Hem/Ngo,Nga 6
5093747252,10.7809896,106.6442363,6,Hem/Ngo,Nga 6
5093747254,10.7822371,106.6437163,6,Hem/Ngo,Nga 6
5093747259,10.7818469,106.6442132,6,Hem/Ngo,Nga 6
5093747597,10.7843954,106.6484404,6,Duong nho,Nga 6
5097414331,10.7902579,106.6614235,6,Duong lon,Nga 6
5097414332,10.7904507,106.6609932,6,Hem/Ngo,Nga 6
5097414339,10.7903026,106.6609299,2,Hem/Ngo,Duong thang
5097414340,10.7905842,106.6610494,2,Hem/Ngo,Duong thang
