node_id,vi_do,kinh_do,so_nhanh,loai_giao_lo,kieu_giao_lo
366407716,10.8047422,106.645936,6,Duong nho,Nga 6
366408344,10.7986889,106.6496787,6,Duong nho,Nga 6
366409251,10.7916421,106.6508178,4,Hem/Ngo,Nga tu
366409261,10.8003236,106.6473307,6,Duong lon,Nga 6
366409336,10.8004617,106.6525379,6,Duong nho,Nga 6
366410821,10.8157466,106.6686619,4,Duong lon,Nga tu
366410861,10.7988459,106.6621288,6,Duong lon,Nga 6
366411420,10.7883368,106.6466569,4,Duong lon,Nga tu
366412678,10.8005747,106.651,8,Duong nho,Nga 8
366414715,10.7846817,106.656818,8,Duong nho,Nga 8
366415275,10.7857018,106.6564143,6,Duong nho,Nga 6
366415511,10.789851,106.6474284,4,Duong lon,Nga tu
366415550,10.7822249,106.6429528,6,Duong lon,Nga 6
366418205,10.782943,106.648662,6,Hem/Ngo,Nga 6
366418292,10.7796572,106.6555118,4,Duong lon,Nga tu
366418376,10.8090255,106.6500811,2,Duong lon,Duong thang
366418699,10.7774093,106.6525121,6,Hem/Ngo,Nga 6
366418858,10.7945909,106.6501322,4,Duong lon,Nga tu
366419588,10.7833756,106.6580153,6,Duong nho,Nga 6
366419728,10.7949943,106.6635751,6,Duong lon,Nga 6
366419791,10.8066895,106.6694397,6,Hem/Ngo,Nga 6
366420266,10.8276117,106.6403468,6,Duong nho,Nga 6
366420561,10.806515,106.6350231,2,Duong lon,Duong thang
366420809,10.7852283,106.6546489,6,Duong nho,Nga 6
366421489,10.7823428,106.644249,6,Hem/Ngo,Nga 6
366423994,10.8144304,106.67014,6,Duong lon,Nga 6
366425070,10.8001426,106.6497854,8,Duong nho,Nga 8
366425158,10.7981765,106.6496411,6,Duong nho,Nga 6
366426004,10.8017494,106.665673,3,Duong lon,Nga ba
366426153,10.7895131,106.6471563,6,Duong lon,Nga 6
366426166,10.7822502,106.643603,6,Hem/Ngo,Nga 6
366426340,10.7888475,106.6561425,6,Duong lon,Nga 6
366426580,10.8014102,106.6526218,4,Duong lon,Nga tu
366426616,10.8048489,106.6635388,6,Hem/Ngo,Nga 6
366426889,10.8000137,106.6592676,6,Duong lon,Nga 6
366426995,10.7929276,106.6462175,2,Duong nho,Duong thang
366427287,10.8059767,106.6682045,4,Duong lon,Nga tu
366427592,10.8046808,106.6409754,6,Duong nho,Nga 6
366427795,10.8177729,106.6737006,2,Duong lon,Duong thang
366428142,10.8041723,106.6458803,6,Duong nho,Nga 6
366428555,10.8151008,106.6700524,6,Duong lon,Nga 6
366428976,10.7933252,106.6401827,5,Duong lon,Nga 5
366429593,10.8172106,106.6722666,4,Duong lon,Nga tu
366430300,10.783832,106.655615,6,Duong nho,Nga 6
366430703,10.7865865,106.6529364,6,Duong lon,Nga 6
366431110,10.8044603,106.6610828,6,Duong lon,Nga 6
366432089,10.78379,106.6467205,6,Duong lon,Nga 6
366432734,10.7859833,106.6593011,6,Duong nho,Nga 6
366433451,10.7879852,106.6465244,3,Duong lon,Nga ba
366435681,10.7843266,106.6460145,6,Duong lon,Nga 6
366435881,10.7927371,106.6661387,2,Hem/Ngo,Duong thang
366437295,10.7972934,106.6642136,6,Duong lon,Nga 6
366437817,10.7871772,106.6527782,8,Duong nho,Nga 8
366438456,10.7812978,106.6536095,6,Duong nho,Nga 6
366438688,10.8060159,106.6445074,8,Duong nho,Nga 8
366438769,10.785053,106.653975,4,Duong lon,Nga tu
366438848,10.8047968,106.6664834,7,Duong lon,Nga 7
366439050,10.8126418,106.662731,2,Khong xac dinh,Duong thang
366439442,10.7763253,106.6531092,6,Hem/Ngo,Nga 6
366439522,10.8045155,106.6426147,6,Duong nho,Nga 6
366439908,10.7926994,106.6419405,6,Duong lon,Nga 6
366440114,10.8161004,106.669495,6,Duong lon,Nga 6
366440249,10.8045691,106.6477045,6,Duong lon,Nga 6
366440317,10.791312,106.6437566,8,Duong lon,Nga 8
366440637,10.8052982,106.6613206,6,Duong lon,Nga 6
366440962,10.7775746,106.6516477,2,Hem/Ngo,Duong thang
366442820,10.790324,106.6467892,6,Duong lon,Nga 6
366442969,10.790551,106.6411109,6,Duong lon,Nga 6
366443053,10.794888,106.646202,6,Duong nho,Nga 6
366443267,10.8185726,106.6332344,8,Duong nho,Nga 8
366444066,10.7953354,106.6659531,2,Hem/Ngo,Duong thang
366444740,10.8007344,106.6600827,3,Duong lon,Nga ba
366445008,10.7957356,106.6510668,6,Duong lon,Nga 6
366445199,10.7883419,106.6565553,6,Duong lon,Nga 6
366445441,10.8255744,106.6308082,6,Duong lon,Nga 6
366445567,10.7969902,106.6541743,6,Duong lon,Nga 6
366446221,10.7866925,106.656854,6,Duong nho,Nga 6
366446583,10.7935512,106.6446826,8,Duong lon,Nga 8
366446625,10.7869453,106.6541538,8,Duong lon,Nga 8
366446735,10.7986257,106.6508395,6,Duong nho,Nga 6
366447189,10.8251934,106.6347844,6,Duong nho,Nga 6
366447742,10.7951675,106.6407076,6,Duong lon,Nga 6
366448615,10.7935493,106.667296,4,Hem/Ngo,Nga tu
366449665,10.8158311,106.6720922,4,Hem/Ngo,Nga tu
366449867,10.7831076,106.6604158,6,Duong nho,Nga 6
366450379,10.796063,106.6565522,2,Duong lon,Duong thang
366450465,10.7968634,106.6585971,4,Duong lon,Nga tu
366450497,10.8045685,106.6642764,3,Hem/Ngo,Nga ba
366450557,10.7937408,106.642383,8,Duong lon,Nga 8
366451136,10.7908574,106.6572106,6,Duong lon,Nga 6
366451985,10.8226463,106.6322775,6,Duong nho,Nga 6
366452028,10.8000503,106.6509568,8,Duong nho,Nga 8
366452230,10.7848174,106.6587981,6,Duong nho,Nga 6
366452464,10.7996556,106.6497498,6,Duong nho,Nga 6
366453189,10.7924989,106.6557475,6,Duong nho,Nga 6
366453810,10.8039521,106.6609465,6,Duong lon,Nga 6
366453872,10.777524,106.6512296,2,Hem/Ngo,Duong thang
366454779,10.798109,106.650797,6,Duong nho,Nga 6
366454807,10.7848379,106.6578031,6,Duong nho,Nga 6
366455528,10.8048781,106.6444067,8,Hem/Ngo,Nga 8
366455540,10.7869927,106.6521464,8,Duong nho,Nga 8
366455587,10.7903873,106.6565306,6,Hem/Ngo,Nga 6
366455701,10.8037255,106.6623099,4,Hem/Ngo,Nga tu
366456001,10.8082971,106.6654911,6,Duong nho,Nga 6
366456448,10.8201289,106.6360194,6,Duong nho,Nga 6
366457709,10.7779172,106.6457279,2,Hem/Ngo,Duong thang
366457740,10.7874599,106.6560198,6,Duong lon,Nga 6
366457909,10.8006649,106.649824,6,Duong nho,Nga 6
366457962,10.8231706,106.6357429,6,Duong nho,Nga 6
366457990,10.7941863,106.6545429,4,Duong lon,Nga tu
366458128,10.8262248,106.6343135,6,Duong nho,Nga 6
366458681,10.7851448,106.6521227,6,Duong nho,Nga 6
366459519,10.791059,106.651149,6,Duong nho,Nga 6
366459640,10.7847704,106.6608308,2,Duong nho,Duong thang
366460195,10.7893893,106.6517262,6,Duong lon,Nga 6
366461628,10.7991752,106.6497145,6,Duong nho,Nga 6
366461736,10.8010274,106.6570556,2,Duong lon,Duong thang
366462099,10.8002351,106.6671401,2,Duong lon,Duong thang
366462993,10.7984631,106.6626441,6,Duong lon,Nga 6
366463142,10.7928195,106.639622,4,Duong lon,Nga tu
366463324,10.789733,106.6430913,6,Duong lon,Nga 6
366463772,10.7884143,106.6511045,6,Duong lon,Nga 6
366463782,10.7921719,106.641726,6,Duong lon,Nga 6
366465023,10.7894617,106.6553094,6,Hem/Ngo,Nga 6
366465247,10.7905378,106.650269,6,Duong nho,Nga 6
366466331,10.7868555,106.6560504,6,Duong nho,Nga 6
366466459,10.8010844,106.6510647,6,Duong nho,Nga 6
366466506,10.7893358,106.6429239,6,Duong lon,Nga 6
366466560,10.7792145,106.6465914,6,Duong nho,Nga 6
366466765,10.8169753,106.6716763,4,Duong lon,Nga tu
366467118,10.8154722,106.6741777,6,Hem/Ngo,Nga 6
366467129,10.8018232,106.6474685,6,Duong lon,Nga 6
366467140,10.8131172,106.6700314,4,Duong lon,Nga tu
366467234,10.7778614,106.6521478,6,Hem/Ngo,Nga 6
366468721,10.8097866,106.6655974,6,Duong nho,Nga 6
366468793,10.7821635,106.6442056,6,Hem/Ngo,Nga 6
366469243,10.7918055,106.6553787,6,Duong lon,Nga 6
366469267,10.7846013,106.6458061,6,Duong lon,Nga 6
366470264,10.804501,106.6689807,2,Duong nho,Duong thang
366471478,10.8015394,106.6511178,4,Duong lon,Nga tu
366472643,10.7938886,106.6584082,6,Duong nho,Nga 6
366472742,10.7951185,106.667152,6,Duong lon,Nga 6
366472852,10.7929034,106.6444245,8,Duong lon,Nga 8
366473083,10.8166013,106.6362252,6,Duong lon,Nga 6
366473550,10.7854651,106.6455863,6,Duong lon,Nga 6
366474304,10.7854177,106.6593407,6,Duong nho,Nga 6
366474550,10.7934144,106.6402079,5,Duong lon,Nga 5
366474984,10.7952503,106.6669823,6,Duong lon,Nga 6
366475372,10.7999295,106.6524909,6,Duong nho,Nga 6
366475467,10.8147161,106.6701518,6,Duong lon,Nga 6
366476092,10.7910067,106.6569184,6,Duong lon,Nga 6
366477181,10.783532,106.648631,6,Duong lon,Nga 6
366477349,10.792289,106.6556387,6,Duong nho,Nga 6
366477577,10.7908335,106.6552359,6,Hem/Ngo,Nga 6
366478073,10.7944253,106.6404958,6,Duong lon,Nga 6
366478479,10.7991038,106.6508789,6,Duong nho,Nga 6
366478512,10.8323388,106.6339538,4,Duong lon,Nga tu
366478685,10.8281524,106.6412289,6,Duong lon,Nga 6
366478733,10.7983079,106.6676208,6,Duong lon,Nga 6
366479179,10.7976585,106.6507599,6,Duong nho,Nga 6
366479342,10.80717,106.6627897,6,Duong nho,Nga 6
411919189,10.7902133,106.6665159,2,Duong lon,Duong thang
411920930,10.7873665,106.6638,5,Duong lon,Nga 5
676568903,10.8059074,106.6645278,4,Duong lon,Nga tu
676568905,10.8079681,106.6646812,4,Duong lon,Nga tu
676568906,10.8094886,106.6648221,4,Duong lon,Nga tu
698217151,10.8033688,106.6649035,3,Hem/Ngo,Nga ba
726686187,10.7930152,106.6593652,3,Duong lon,Nga ba
726686195,10.7906099,106.6656244,3,Duong lon,Nga ba
726686203,10.7914522,106.6622527,3,Duong lon,Nga ba
726686207,10.7918518,106.6623978,3,Duong lon,Nga ba
741845249,10.8142683,106.670137,6,Duong lon,Nga 6
759599258,10.8130444,106.6650064,3,Duong lon,Nga ba
1335443467,10.8066514,106.6644313,4,Hem/Ngo,Nga tu
1349033432,10.7807522,106.6588381,2,Duong lon,Duong thang
1404352840,10.8003005,106.6611255,3,Duong lon,Nga ba
1404352928,10.8041459,106.6641762,4,Hem/Ngo,Nga tu
1404352949,10.8058031,106.6690676,2,Hem/Ngo,Duong thang
1404352951,10.8062151,106.669114,6,Hem/Ngo,Nga 6
1404352952,10.8063392,106.6682724,6,Duong lon,Nga 6
1404352953,10.8067273,106.6691717,6,Hem/Ngo,Nga 6
1404352954,10.8068395,106.6697671,2,Hem/Ngo,Duong thang
1404352955,10.8068516,106.6683648,6,Duong lon,Nga 6
1404352957,10.8075742,106.6695278,4,Hem/Ngo,Nga tu
1409491216,10.8004218,106.6608314,3,Duong lon,Nga ba
1409491228,10.8006063,106.6611353,3,Duong lon,Nga ba
1409491230,10.8006232,106.6615765,3,Duong lon,Nga ba
1409491234,10.8006172,106.6610366,3,Duong lon,Nga ba
1409491253,10.8024062,106.6605229,6,Duong lon,Nga 6
1409491262,10.8028917,106.6574338,2,Duong nho,Duong thang
1525911386,10.7836457,106.654378,4,Duong lon,Nga tu
1532298369,10.798685,106.6613483,6,Duong nho,Nga 6
1606180421,10.7778562,106.6501352,6,Hem/Ngo,Nga 6
1606180426,10.7782335,106.6501373,6,Hem/Ngo,Nga 6
1606180427,10.778242,106.6511008,6,Hem/Ngo,Nga 6
1606180443,10.7788738,106.653683,2,Hem/Ngo,Duong thang
1606180505,10.7801239,106.6499427,6,Duong lon,Nga 6
1606180508,10.7801495,106.6517056,2,Hem/Ngo,Duong thang
1606180526,10.7806527,106.6499781,6,Duong lon,Nga 6
1894612406,10.7987291,106.6622809,2,Duong lon,Duong thang
1894612445,10.7987607,106.6624306,2,Duong lon,Duong thang
1894612450,10.7988099,106.6625052,6,Duong lon,Nga 6
2061032822,10.7951495,106.655532,2,Duong lon,Duong thang
2061032831,10.7901446,106.6523327,2,Duong lon,Duong thang
2072605101,10.8151353,106.6629684,2,Khong xac dinh,Duong thang
2072605114,10.8160458,106.6657673,3,Duong lon,Nga ba
2072605147,10.814183,106.664148,3,Duong lon,Nga ba
2072605163,10.8160811,106.6654762,2,Duong lon,Duong thang
2072605211,10.815171,106.6658042,2,Duong lon,Duong thang
2072605244,10.813464,106.6655598,3,Duong lon,Nga ba
2072605305,10.8120202,106.6649078,3,Duong lon,Nga ba
2072605326,10.8151492,106.6630832,2,Duong lon,Duong thang
2072605346,10.8124595,106.6649379,4,Duong lon,Nga tu
2072605371,10.8161396,106.6658101,3,Duong lon,Nga ba
2074208764,10.8124437,106.6651622,3,Duong lon,Nga ba
2077773648,10.8087362,106.6667478,8,Duong nho,Nga 8
2077773654,10.8080568,106.6665497,6,Duong nho,Nga 6
2077773659,10.8108099,106.6682602,6,Duong nho,Nga 6
2077773670,10.8067843,106.6633495,2,Hem/Ngo,Duong thang
2077773680,10.8067315,106.6653528,6,Duong nho,Nga 6
2077773723,10.8073324,106.6644903,4,Hem/Ngo,Nga tu
2077773728,10.8047981,106.6645989,4,Duong lon,Nga tu
2077773747,10.805017,106.6623804,6,Duong nho,Nga 6
2077773754,10.8058184,106.6656717,6,Duong nho,Nga 6
2077773757,10.8057957,106.6617581,2,Duong nho,Duong thang
2077773762,10.8061543,106.6620523,2,Duong nho,Duong thang
2077773763,10.8088849,106.665545,6,Duong nho,Nga 6
2077773766,10.8063177,106.6645578,4,Duong lon,Nga tu
2077773809,10.8085785,106.6675873,2,Duong nho,Duong thang
2077773816,10.8067969,106.6645991,4,Duong lon,Nga tu
2077773834,10.8055341,106.66294,6,Duong nho,Nga 6
2077773856,10.8077643,106.6654413,6,Duong nho,Nga 6
2077773861,10.8126207,106.6670822,6,Duong nho,Nga 6
2077773883,10.8094031,106.6667917,6,Duong nho,Nga 6
2077773893,10.807993,106.6648589,6,Duong nho,Nga 6
2077773901,10.8132305,106.6684544,5,Duong lon,Nga 5
2077773903,10.8067533,106.6666434,2,Duong nho,Duong thang
2077773910,10.8070134,106.6678151,6,Duong nho,Nga 6
2077773917,10.8047988,106.6642959,3,Duong lon,Nga ba
2077773923,10.8047978,106.66508,4,Duong nho,Nga tu
2077773925,10.8124968,106.6683955,6,Duong nho,Nga 6
2077773957,10.8066608,106.6670343,6,Duong nho,Nga 6
2077773961,10.8072824,106.6677456,2,Hem/Ngo,Duong thang
2077773962,10.805206,106.6639009,2,Hem/Ngo,Duong thang
2077773966,10.8067572,106.666078,6,Duong nho,Nga 6
2077773968,10.8060782,106.6668914,6,Duong lon,Nga 6
2077773983,10.8071146,106.6671625,6,Duong nho,Nga 6
2077774009,10.8035256,106.6667982,4,Duong nho,Nga tu
2077774017,10.8040105,106.6671732,2,Duong nho,Duong thang
2077774019,10.8067589,106.6657668,2,Duong nho,Duong thang
2077774020,10.8081807,106.6665825,6,Duong nho,Nga 6
2078950324,10.7973117,106.647329,6,Duong nho,Nga 6
2078950342,10.7964001,106.6507225,8,Hem/Ngo,Nga 8
2078950345,10.7959848,106.649421,2,Duong nho,Duong thang
2078950355,10.798098,106.6518612,2,Duong nho,Duong thang
2078950386,10.8035791,106.6587127,2,Duong nho,Duong thang
2078950404,10.7974877,106.6479055,6,Duong nho,Nga 6
2078950406,10.7957904,106.6502526,2,Duong nho,Duong thang
2078950442,10.8034312,106.6591935,6,Duong nho,Nga 6
2078950456,10.7979767,106.6491958,2,Duong nho,Duong thang
2078950513,10.8017637,106.6481683,4,Hem/Ngo,Nga tu
2078950581,10.8007256,106.6495553,8,Duong nho,Nga 8
2078950617,10.8009853,106.6473889,8,Duong lon,Nga 8
2078950667,10.8043801,106.6595161,8,Duong nho,Nga 8
2078950712,10.8001655,106.6494947,6,Duong nho,Nga 6
2078950755,10.7980701,106.6522148,2,Duong nho,Duong thang
2078950776,10.7981956,106.650804,6,Duong nho,Nga 6
2078950811,10.797365,106.6470631,6,Duong lon,Nga 6
2078950839,10.8007166,106.6477029,6,Duong nho,Nga 6
2078950884,10.8015846,106.6487005,2,Duong nho,Duong thang
2078950886,10.8016374,106.6496541,4,Duong lon,Nga tu
2078950887,10.7976879,106.6502283,6,Duong nho,Nga 6
2078950890,10.7977469,106.6507672,6,Duong nho,Nga 6
2078950901,10.7967282,106.6489786,6,Duong nho,Nga 6
2078950904,10.7980426,106.6479256,6,Duong nho,Nga 6
2078950911,10.7963266,106.6487582,6,Duong nho,Nga 6
2078950946,10.8045349,106.6590397,2,Duong nho,Duong thang
2078950966,10.8002954,106.6480073,6,Duong nho,Nga 6
2078951000,10.7981752,106.6523358,2,Duong nho,Duong thang
2078951025,10.79683,106.6505347,6,Hem/Ngo,Nga 6
2079964001,10.8087581,106.6343929,3,Duong lon,Nga ba
2079964008,10.8068643,106.6484558,4,Hem/Ngo,Nga tu
2079964012,10.8073303,106.6348602,3,Duong lon,Nga ba
2079964021,10.8057387,106.6473485,6,Duong nho,Nga 6
2079964023,10.8025349,106.6448167,2,Hem/Ngo,Duong thang
2079964031,10.8082616,106.6471205,8,Hem/Ngo,Nga 8
2079964032,10.7978645,106.6440313,4,Duong lon,Nga tu
2079964048,10.8004042,106.6445931,6,Duong nho,Nga 6
2079964070,10.8078844,106.6401743,6,Duong nho,Nga 6
2079964100,10.8077631,106.6446563,6,Duong nho,Nga 6
2079964115,10.8028928,106.6458012,6,Duong nho,Nga 6
2079964120,10.8000822,106.6415693,5,Duong nho,Nga 5
2079964128,10.8093265,106.6459661,6,Hem/Ngo,Nga 6
2079964138,10.8009715,106.6431138,6,Duong nho,Nga 6
2079964143,10.8075674,106.646611,6,Duong nho,Nga 6
2079964153,10.8094846,106.6456388,2,Hem/Ngo,Duong thang
2079964159,10.8047696,106.6456154,6,Duong nho,Nga 6
2079964161,10.8093739,106.6456388,8,Hem/Ngo,Nga 8
2079964163,10.808215,106.6475622,8,Hem/Ngo,Nga 8
2079964167,10.8032382,106.6451762,6,Hem/Ngo,Nga 6
2079964176,10.8028606,106.6386974,2,Duong lon,Duong thang
2079964179,10.8024829,106.6454048,8,Hem/Ngo,Nga 8
2079964184,10.8016163,106.6516771,4,Hem/Ngo,Nga tu
2079964196,10.8023922,106.6517543,2,Hem/Ngo,Duong thang
2079964211,10.8027532,106.647549,6,Duong lon,Nga 6
2079964219,10.7998935,106.6402394,4,Duong lon,Nga tu
2079964221,10.8019783,106.645644,3,Duong lon,Nga ba
2079964227,10.8075197,106.6470438,6,Duong nho,Nga 6
2079964235,10.8021529,106.6453673,4,Hem/Ngo,Nga tu
2079964237,10.8069026,106.6479308,6,Duong lon,Nga 6
2079964242,10.8049484,106.6432954,6,Hem/Ngo,Nga 6
2079964248,10.8081636,106.6480085,6,Duong lon,Nga 6
2079964257,10.8066478,106.64745,8,Duong nho,Nga 8
2079964264,10.8030406,106.6424277,6,Duong nho,Nga 6
2079964266,10.8016483,106.64513,6,Duong nho,Nga 6
2079964270,10.8055959,106.6441583,2,Hem/Ngo,Duong thang
2079964278,10.8028288,106.6457972,6,Duong nho,Nga 6
2079964288,10.8021792,106.6434395,4,Duong lon,Nga tu
2079964295,10.8030737,106.6443761,2,Duong nho,Duong thang
2079964299,10.8094512,106.6450718,6,Hem/Ngo,Nga 6
2079964301,10.802906,106.6433831,2,Hem/Ngo,Duong thang
2079964307,10.8098117,106.6448789,4,Duong lon,Nga tu
2079964309,10.8026736,106.6384427,4,Hem/Ngo,Nga tu
2079964317,10.806066,106.6439299,6,Duong nho,Nga 6
2079964322,10.802122,106.6457471,4,Duong lon,Nga tu
2079964336,10.8067339,106.646605,6,Duong nho,Nga 6
2079964337,10.8069336,106.644582,6,Duong nho,Nga 6
2079964338,10.8035627,106.645485,6,Hem/Ngo,Nga 6
2079964346,10.8029441,106.6430988,6,Hem/Ngo,Nga 6
2079964372,10.8036462,106.6445874,2,Hem/Ngo,Duong thang
2079964376,10.8024499,106.6457738,6,Duong nho,Nga 6
2079964388,10.8095088,106.6444954,4,Hem/Ngo,Nga tu
2079964403,10.8034106,106.6380592,3,Duong lon,Nga ba
2079964413,10.8052423,106.6464879,6,Duong nho,Nga 6
2079964419,10.8015866,106.6450339,4,Duong nho,Nga tu
2079964421,10.8027632,106.6443479,6,Duong nho,Nga 6
2079964423,10.801369,106.6545554,6,Duong lon,Nga 6
2079964439,10.8059072,106.6456847,8,Duong nho,Nga 8
2079964448,10.8083142,106.6466863,6,Hem/Ngo,Nga 6
2079964449,10.802864,106.6454331,8,Hem/Ngo,Nga 8
2079964455,10.8049141,106.6437998,6,Hem/Ngo,Nga 6
2079964463,10.8076527,106.6458369,6,Duong nho,Nga 6
2079964469,10.8027163,106.6447644,2,Hem/Ngo,Duong thang
2079964482,10.8074815,106.6474925,6,Duong nho,Nga 6
2079964505,10.8064916,106.6445501,6,Duong nho,Nga 6
2079964511,10.806375,106.6457279,6,Duong nho,Nga 6
2079964515,10.8053009,106.6456388,8,Hem/Ngo,Nga 8
2079964536,10.8023857,106.6423344,4,Duong lon,Nga tu
2079964544,10.8058305,106.6465283,8,Duong nho,Nga 8
2079964557,10.7994453,106.647261,6,Duong lon,Nga 6
2079964566,10.8067967,106.6493839,4,Hem/Ngo,Nga tu
2079964589,10.806817,106.6457687,6,Duong nho,Nga 6
2079964605,10.8065965,106.6479018,6,Duong lon,Nga 6
2079964636,10.8031819,106.645819,6,Duong nho,Nga 6
2079964643,10.8046874,106.6464498,6,Duong nho,Nga 6
2079964645,10.8029243,106.644802,2,Hem/Ngo,Duong thang
2079964647,10.8094601,106.6448384,8,Hem/Ngo,Nga 8
2079964667,10.8049863,106.6426789,6,Duong nho,Nga 6
2079964673,10.8025841,106.6399199,4,Duong lon,Nga tu
2079964695,10.802906,106.6502066,2,Hem/Ngo,Duong thang
2079964709,10.807722,106.6451424,6,Duong nho,Nga 6
2079964712,10.8043285,106.6432699,2,Hem/Ngo,Duong thang
2079964714,10.8032135,106.6454591,8,Hem/Ngo,Nga 8
2079964721,10.8032774,106.6447269,2,Hem/Ngo,Duong thang
2079964729,10.8051585,106.6473031,2,Duong nho,Duong thang
2079964736,10.8068851,106.6450819,6,Duong nho,Nga 6
2079964744,10.7994043,106.6411471,4,Duong lon,Nga tu
2079964745,10.8076882,106.6454957,6,Duong nho,Nga 6
2079964765,10.7987792,106.6455289,2,Hem/Ngo,Duong thang
2079964787,10.8015387,106.6525833,4,Duong lon,Nga tu
2079964793,10.7979344,106.6471199,6,Duong lon,Nga 6
2079964822,10.8060381,106.6442151,6,Duong nho,Nga 6
2079964845,10.8035296,106.6458405,6,Duong nho,Nga 6
2079964848,10.8076148,106.6461801,6,Duong nho,Nga 6
2079964853,10.8025149,106.6407373,4,Duong lon,Nga tu
2079964874,10.8232486,106.6295638,3,Duong lon,Nga ba
2079964876,10.8016867,106.6508557,4,Hem/Ngo,Nga tu
2079964886,10.8022795,106.6436473,4,Hem/Ngo,Nga tu
2079964894,10.8024444,106.641609,4,Duong lon,Nga tu
2079964928,10.8077311,106.6450423,6,Duong nho,Nga 6
2079964930,10.8061106,106.6434253,6,Duong nho,Nga 6
2079964945,10.8022271,106.6442946,4,Duong lon,Nga tu
2079964950,10.8092738,106.6467811,2,Hem/Ngo,Duong thang
2079964957,10.8008272,106.6608707,3,Duong lon,Nga ba
2079964958,10.8092066,106.6472344,2,Hem/Ngo,Duong thang
2079964972,10.8042223,106.6438904,2,Hem/Ngo,Duong thang
2079964991,10.8008406,106.6606981,4,Duong lon,Nga tu
2079964992,10.8026442,106.6509422,2,Hem/Ngo,Duong thang
2081354638,10.8047516,106.6396152,6,Duong nho,Nga 6
2081354651,10.8049532,106.6419733,6,Duong nho,Nga 6
2081354689,10.8053904,106.6368435,4,Duong lon,Nga tu
2081354760,10.8053293,106.6409549,4,Duong nho,Nga tu
2081354772,10.8046287,106.6396345,6,Duong nho,Nga 6
2081354790,10.8044625,106.6417308,6,Duong nho,Nga 6
2081354827,10.8046443,106.6417512,4,Duong nho,Nga tu
2081354980,10.8046063,106.6387079,6,Duong nho,Nga 6
2081354987,10.8074305,106.6389984,4,Duong lon,Nga tu
2081355109,10.8059442,106.6394383,6,Duong nho,Nga 6
2081355110,10.8007485,106.6386407,2,Duong lon,Duong thang
2081355123,10.8049623,106.6410064,4,Duong nho,Nga tu
2081355156,10.8016085,106.6444961,2,Hem/Ngo,Duong thang
2081355334,10.8045518,106.6409613,6,Duong nho,Nga 6
2081753657,10.7984667,106.6574247,2,Hem/Ngo,Duong thang
2081753710,10.7986224,106.6576869,6,Hem/Ngo,Nga 6
2081753722,10.7988697,106.6581032,6,Duong lon,Nga 6
2081753814,10.7984172,106.6600495,2,Duong nho,Duong thang
2081753848,10.7994126,106.6591494,2,Hem/Ngo,Duong thang
2081880899,10.7975239,106.6620347,6,Hem/Ngo,Nga 6
2081880905,10.7932489,106.6589739,4,Duong lon,Nga tu
2081880946,10.7976556,106.6623934,6,Duong nho,Nga 6
2081880982,10.7964989,106.6596947,4,Duong nho,Nga tu
2081880983,10.7949334,106.6573514,6,Duong nho,Nga 6
2081881127,10.7959372,106.6587708,8,Hem/Ngo,Nga 8
2081881159,10.7960869,106.659591,4,Duong nho,Nga tu
2081881176,10.7976401,106.6600206,2,Hem/Ngo,Duong thang
2081881205,10.7971775,106.6592454,8,Hem/Ngo,Nga 8
2081881207,10.7965818,106.6599464,4,Hem/Ngo,Nga tu
2081881214,10.7966801,106.6637395,2,Hem/Ngo,Duong thang
2081881295,10.7946184,106.6633127,6,Duong lon,Nga 6
2081881347,10.7967601,106.658613,8,Hem/Ngo,Nga 8
2081881352,10.7935223,106.6593716,3,Duong lon,Nga ba
2081881425,10.7963868,106.6595231,4,Hem/Ngo,Nga tu
2081881449,10.7975098,106.6598023,6,Hem/Ngo,Nga 6
2081881504,10.7963486,106.6612967,2,Duong nho,Duong thang
2081881519,10.7946979,106.6574313,6,Duong nho,Nga 6
2081881546,10.7954269,106.6624499,2,Hem/Ngo,Duong thang
2081907928,10.8021049,106.6654374,3,Duong lon,Nga ba
2081907930,10.7999838,106.667941,4,Hem/Ngo,Nga tu
2081907948,10.8002643,106.6668124,2,Duong lon,Duong thang
2082378083,10.8068534,106.6353205,3,Duong lon,Nga ba
2082380606,10.7949948,106.6553732,2,Duong lon,Duong thang
2082380630,10.7946471,106.6550162,2,Duong lon,Duong thang
2082380642,10.7955287,106.6556162,2,Duong lon,Duong thang
2084677836,10.7960975,106.6393944,4,Hem/Ngo,Nga tu
2084677871,10.796362,106.6397005,4,Hem/Ngo,Nga tu
2084677893,10.7977136,106.6398708,6,Hem/Ngo,Nga 6
2084677907,10.797238,106.6399148,6,Hem/Ngo,Nga 6
2084677921,10.8011714,106.6378545,4,Hem/Ngo,Nga tu
2084677937,10.7976693,106.6395694,4,Hem/Ngo,Nga tu
2084678017,10.7976208,106.6392393,4,Hem/Ngo,Nga tu
2084678065,10.7968175,106.6412303,6,Duong lon,Nga 6
2084678175,10.7948232,106.6427843,6,Duong lon,Nga 6
2084678223,10.7994735,106.6403551,2,Hem/Ngo,Duong thang
2091954750,10.8215524,106.6305476,4,Duong lon,Nga tu
2091954761,10.8233196,106.6296284,4,Duong lon,Nga tu
2091954789,10.8231795,106.6297597,4,Duong lon,Nga tu
2091954798,10.8137406,106.6328984,6,Duong lon,Nga 6
2091954812,10.814075,106.6326949,3,Duong lon,Nga ba
